obf,count,score,alpha,beta
------------------OOO-----XXXXO---XXOO-----OO------------------- X;,8,6,-64,0
-------------------OO-----XOOX----XXXO-----OOOO----------------- X;,3,8,-64,0
-------------------OOO----XXXO----XOXO-----OOO------------------ X;,3,10,-64,0
-------------------OOO----XXXXO---XOXO-----OO------------------- X;,0,10,-64,0
-------------------OO-----XXOX----XXXO----OOO-O----------------- X;,0,12,-64,0
------------------OOO-----XXOX----XXOO-----OO-O----------------- X;,0,14,-64,0
------------------OXX-----OXXO----OXOO-----OO-------O----------- X;,1,16,-64,0
-------------------OOO----XXXO----XOOOO----OO------------------- X;,0,16,-64,0
-------------------XX-----OXX-----OXXO----OOO------OO----------- X;,1,8,-64,0
--------------------O-----XXXO---OOOOOO----OOO------------------ X;,0,12,-64,0
-------------------OOO----XXOXO---XOXO----O-O------------------- X;,0,14,-64,0
-------------------OOO----XOXXO---XOXO-----OO------------------- X;,0,14,-64,0
------------------OOO----OXXOX----OXXO-----O--O----------------- X;,0,14,-64,0
-----------------O-OOO----OXXXO---XOXO------O------------------- X;,0,20,-64,0
------------------OOO----OXXXO----OOOOO----O-------------------- X;,0,24,-64,0
------------------OOOX-----OOOO---XXXO-----O--O----------------- X;,0,8,-64,0
------------------OOOX-----OXX----XXOO-----O-OO----------------- X;,0,14,-64,0
------------------OOOX-----OOX----XXOO-----OO-O----------------- X;,0,14,-64,0
------------------OOOX-----OXO----XXXOO----O--O----------------- X;,0,14,-64,0
------------------O-X-----OOXO----OXO-----OOO-----O--O---------- X;,0,16,-64,0
----------O--------OXX-----XXO----OXOO-----O-O----O------------- X;,0,18,-64,0
----------O--------OXX-----XXO----OXOO-----O-O------O----------- X;,0,18,-64,0
-----------------O--O-----OXXX----OXO-----OOOO----O------------- X;,0,18,-64,0
-------------O----XXO-----OXO-----OOOO----O-O-------O----------- X;,0,24,-64,0
-------------------OO-----XXOXO---XXOO----OOO------------------- X;,0,10,-64,0
-----------O-------XO------XXO----OXXO----OOOO------------------ X;,0,12,-64,0
-----------------O-O------OXXXO---XOXO----OOO------------------- X;,0,12,-64,0
--------------------O----OXXXO----OOOOO----OOO------------------ X;,0,12,-64,0
-------------------XXO----OXXO-----XOO-----OO-----OO------------ X;,0,14,-64,0
------------------OXX-----OOXO----OXO------OOO------O----------- X;,0,14,-64,0
------------------OOO-----OXXO---OOOOOO----O-------------------- X;,0,22,-64,0
------------------OXX-----OXXO----OXO-----OOOO------------------ X;,1,12,-64,0
-------------------OOO----XXXO----XOXO----O-OO------------------ X;,0,12,-64,0
-------------------OOO----XXOX----XOXO----O-O-O----------------- X;,0,12,-64,0
-------------------O-O----XXOX----XXXO----OOO-O----------------- X;,1,14,-64,0
-------------------OOO----XXXXO---XOXO----O-O------------------- X;,0,14,-64,0
------------------OOO-----XXOX----XXOO-----O-OO----------------- X;,0,14,-64,0
-------------------OOO----XXXO----XOOOO---O-O------------------- X;,1,16,-64,0
------------------OXX-----OXXO----OXO------OOO------O----------- X;,0,16,-64,0
-------------------XX------XXO----OXXO-----OOO----OO------------ X;,1,12,-64,0
-------------------OOO----XOXX----XOXO-----OO-O----------------- X;,0,12,-64,0
------------------OOO-----XXOX----OXXO---O-O--O----------------- X;,0,16,-64,0
-----------------O-OOO----OXXX----XOXO------O-O----------------- X;,0,20,-64,0
------------------OOO-----XXXO----OOOOO--O-O-------------------- X;,0,24,-64,0
--------------------O-----XOXO----OOOOO--O-OOO------------------ X;,0,12,-64,0
-----------------O-OOO----OXXO----XOXO------OO------------------ X;,0,14,-64,0
------------------OXX-----OXXO----OXO------OO-----O-O----------- X;,0,16,-64,0
-----------------O-OOO----OXOX----XOXO------O-O----------------- X;,0,18,-64,0
------------------OXX-----OXXO----OXO------OOO----O------------- X;,0,18,-64,0
-----------------O-OOO----OXXO----XOOOO-----O------------------- X;,0,20,-64,0
------------------OXX-----OXXO----OOO------OO-----O--O---------- X;,0,20,-64,0
----------------O-XXX----OXXOO----OOO-----OO-------------------- X;,0,6,-64,0
------------------XXX---OOOOOO----OOO-----OO-------------------- X;,1,8,-64,0
-----------X------XXOO----XXOO---OOOO------O-------------------- X;,0,8,-64,0
-----------X------XXOO----XOOO----OOO----O-O-------------------- X;,3,10,-64,0
-----------------OXXX----XOXOO----OOO-----OO-------------------- X;,0,10,-64,0
----------O-------OOX----XOXOO----OOO-----OO-------------------- X;,0,14,-64,0
-----------X------XXOO---OOOOO----OOO------O-------------------- X;,0,14,-64,0
---------O--------OXX----XXOOO----OOO-----OO-------------------- X;,0,28,-64,0
------------------XXX-----OXOO----OOOO----OOO------------------- X;,1,8,-64,0
------------------OOOX----XXOX-----OOO-----OO-O----------------- X;,0,8,-64,0
------------------XOOOO---XXXO----XOO------OO------------------- X;,0,10,-64,0
------------------XOOO---OXXXX----OOO------OO------------------- X;,0,12,-64,0
------------------XOOO----XXXO----XOO-O----OO------------------- X;,0,14,-64,0
-----------------OOOOO----OXXX----XOO------OO------------------- X;,0,14,-64,0
------------------OOOX----XXXO-----OOOO----OO------------------- X;,0,16,-64,0
---------O--------OOOO----XOXX----XOO------OO------------------- X;,0,28,-64,0
------------------OOOX----XXXO-----XOOO-----O-O----------------- X;,0,10,-64,0
------------------XOOO----XXOX----OOO----O-OO------------------- X;,0,12,-64,0
------------------OOOX----OXXX---O-XOO------O-O----------------- X;,0,14,-64,0
------------------OX------OXX-----OXOO----OOO-----O--O---------- X;,0,14,-64,0
-------------O----XXO-----OXOO----OOO-----OOO------------------- X;,0,16,-64,0
------------------OX------OXX-----OXOO---OOOO--------O---------- X;,0,16,-64,0
------------------XOOOO---XXXO----OOO----O-O-------------------- X;,0,20,-64,0
-----------------OOOOO----OXXX----XOOO-----O-------------------- X;,2,12,-64,0
------------------OOOX----XXOX----OOOO------O-O----------------- X;,0,12,-64,0
------------------XOOO---OXXXX----OOOO-----O-------------------- X;,0,14,-64,0
------------------XOOO----XXXO----XOOOO----O-------------------- X;,0,16,-64,0
------------------XOOOO---XXXO----XOOO-----O-------------------- X;,0,16,-64,0
------------------OOOX----XXXO----OOOOO-----O------------------- X;,0,18,-64,0
---------O--------OOOO----XOXX----XOOO-----O-------------------- X;,0,28,-64,0
-----------------OOOOO----OXOX----XOO------OO------------------- X;,0,12,-64,0
-------------------O------XOX-----OOOOO--OOOOO------------------ X;,0,12,-64,0
-----------------OOOOO----OOXX----XOO------O-O------------------ X;,0,12,-64,0
------------------OX------OXX-----OXOO----OOO-----O-O----------- X;,0,12,-64,0
------------------OX------OXX-----OXOO----OOO-----OO------------ X;,0,12,-64,0
------------------OX------OXX-----OXOO----OOOO----O------------- X;,0,12,-64,0
-----------------OOOOO----OXXO----XOX-O----O-------------------- X;,0,14,-64,0
------------------OX------OXX-----OOOO----OOO-----O--O---------- X;,0,14,-64,0
-----------------OOOOOO---OXXO----XOO------O-------------------- X;,0,18,-64,0
----------O-------OOX-----OXOO----OOO-----OOO------------------- X;,0,18,-64,0
-----------XO-----XXO-----OXOO----OOO-----OO-------------------- X;,0,12,-64,0
-----------OX------OOOO---OOXO-----XOO-------O------------------ X;,0,12,-64,0
-----O-----OO------OXX----OOXO-----XOO-------O------------------ X;,1,14,-64,0
------------------OOOX-----OOOOO---XOOO-----O------------------- X;,0,14,-64,0
-----------XO-----XXO-----OXOO----OOOO----O--------------------- X;,0,16,-64,0
-----------XO-----XXO-----OXOO----OOO-----O-O------------------- X;,0,18,-64,0
------------------OOOOO----OXOO----XOOO-----O------------------- X;,0,22,-64,0
----------X-O-----XXO-----XXOO-----OOO----O--O------------------ X;,0,10,-64,0
----------X-O-----XXO-----XOOO----OOOO-------O------------------ X;,0,10,-64,0
-----------O-----XXO------XOX----OOOO------OOO------------------ X;,0,12,-64,0
------------O----XXO------OXX----OOOO------OOO------------------ X;,0,14,-64,0
----------O------XOX------OXX----OOOO------OOO------------------ X;,0,16,-64,0
--------O--------OXX------OXX----OOOO------OOO------------------ X;,0,22,-64,0
---------O-------XOX------XOX----OOOO------OOO------------------ X;,0,28,-64,0
------------------O-XO-----OXO----XXOO----OOOO------------------ X;,1,10,-64,0
------------------OX------OXX-----OOOOO---OOOO------------------ X;,0,10,-64,0
------------------OOOO----XOXO-----OOO-----OOO------------------ X;,1,12,-64,0
------------------OX------OXX-O---OXXO----OOOO------------------ X;,0,12,-64,0
----------O-O-----OOOX----XXOO-----XOO-------O------------------ X;,0,10,-64,0
----------O-------OOXX----OXXO---O-XOO-------O------------------ X;,0,14,-64,0
----------O-------OOXX---OOOOO-----XOO-------O------------------ X;,0,14,-64,0
----------O--O----OOXO----XXXO-----XOO-------O------------------ X;,0,14,-64,0
----------OO------OOOX----XXXO-----XOO-------O------------------ X;,0,14,-64,0
----------O-------OOXX----XOXO-----OOO-----O-O------------------ X;,1,16,-64,0
-----------------OOX------OXX-----OXO-----OOOO----O------------- X;,0,16,-64,0
-------------O----XXOO----OXXO----OOOO----O--------------------- X;,0,20,-64,0
-------------------XXO----OXXO----OOOO----OOO------------------- X;,1,12,-64,0
------------------OOO-----XXXO-----OOOO----OOO------------------ X;,0,12,-64,0
-------------------XXO----OXXO----OXOO----OO--------O----------- X;,0,14,-64,0
-------------------XXO----OXXO----OXOO----OO------O------------- X;,0,14,-64,0
-------------------OOO---OXXXX----OXO-----OOO------------------- X;,0,14,-64,0
-------------------OOO----XOXX----OXO----OOOO------------------- X;,0,14,-64,0
--------------------XO----OOXO----OXOO----OOOO------------------ X;,0,14,-64,0
-----------------O-OOO----OXXX----XOO-----OOO------------------- X;,0,18,-64,0
------------------OX-----OXXX-O---OXXO-----OOO------------------ X;,0,12,-64,0
------------------OX-----OXXX-----OOOOO----OOO------------------ X;,0,12,-64,0
------------O-------OO-----XOXO---XXOO----OOO------------------- X;,0,12,-64,0
--------------------XOO----XXOO---XXOO----OOO------------------- X;,0,12,-64,0
-----------O------OOO-----XOXO-----OOO-----OOO------------------ X;,0,12,-64,0
-------------------OOO----OXOX---OXOO-----OOO------------------- X;,0,20,-64,0
------------------OXX----OOXOO----XOOO------OO------------------ X;,0,12,-64,0
------------------OXX----OOXOO----OOOO----O--O------------------ X;,0,14,-64,0
------------O------XOO-----XXO-----OOO----OOOO------------------ X;,0,14,-64,0
------------------OXX----OOXOO---OOOOO-------O------------------ X;,0,16,-64,0
-----------O------OOX----OXXX-----OOO------OOO------------------ X;,0,16,-64,0
-----------O-----OOOX-----OXX-----XOO------OOO------------------ X;,0,16,-64,0
-----------O------OOO-----XXXO----XOO------OOO------------------ X;,0,18,-64,0
------------O------XOO-----XXO-----OOOO---OOO------------------- X;,0,22,-64,0
------------------XOOO----XXOX----OOO----OO-O------------------- X;,1,10,-64,0
------------------OOOX----XXXO-----XOOO------OO----------------- X;,0,12,-64,0
------------------OOOX----OXXX---O-XOO-------OO----------------- X;,0,14,-64,0
------------------OX------OXX-----OXO----OOOOO-------O---------- X;,0,16,-64,0
-------------O----XXOO----OXO-----OOO-----OOO------------------- X;,0,18,-64,0
------------------OX------OXX-----OXO-----OOOO----O--O---------- X;,0,18,-64,0
------------------OOOOO---XOXX-----XOO-------OO----------------- X;,0,10,-64,0
-----------------OOOOO----XOXX----OXO----O---O------------------ X;,0,12,-64,0
------------------OOOOO---XXOX-----XOO------O-O----------------- X;,0,12,-64,0
----------O--O----OXO-----OXX-----OXX-----OO--------O----------- X;,1,16,-64,0
------------------OOOOO---XOXO-----OOO-----O--O----------------- X;,0,20,-64,0
----------O--O----OXO-----OXO-----OOO-----OOO------------------- X;,0,22,-64,0
------------XO----XXXO----OXO-----OOOO----O--------------------- X;,0,14,-64,0
------------XO----XXX-----OOOO----OOOO----O--------------------- X;,0,14,-64,0
-----O------OO----XOX-----OXX-----OOOO----O--------------------- X;,0,16,-64,0
----------O-XO----OOX-----OXO-----OOOO----O--------------------- X;,0,18,-64,0
----O-------OO----XXO-----OXO-----OOOO----O--------------------- X;,0,20,-64,0
----------OOO------XOX-----XOO----OOOO-------O------------------ X;,0,22,-64,0
----------OX--O----XXO-----XOO----OOOO-------O------------------ X;,0,34,-64,0
----------O--------OOOOO---XXXO----XOO-------O------------------ X;,0,14,-64,0
----------O--------OOOO----XXXO----XOO-O-----O------------------ X;,0,14,-64,0
-------------O---OOOO----XXOX-----OOO-----O--O------------------ X;,0,14,-64,0
----------O--------OOOO----XXOO----XOOO------O------------------ X;,0,16,-64,0
------------XO----OOXO-----OXO-----XOO-------OO----------------- X;,0,16,-64,0
----------OX------OXOO----OXO-----OOO----O--O------------------- X;,0,20,-64,0
----------OX------OXOO----OXO-----OOOO---O---------------------- X;,0,20,-64,0
------------------OOOX----XXXO----OOOOO-------O----------------- X;,0,16,-64,0
------------------XOOO----XXXO----OOOOO--O---------------------- X;,0,20,-64,0
------------------XOOOO---XXXO----OOOO---O---------------------- X;,0,20,-64,0
------------------OOOOO---XXXO----OOOO--------O----------------- X;,0,20,-64,0
-------------O----OOOO----XXXO----OOOO--------O----------------- X;,0,20,-64,0
--------------O---OOOO----XXOX----OOOO--------O----------------- X;,0,32,-64,0
----O-------OO-----XOX----OOOO-----XOO-------O------------------ X;,8,4,-64,0
----------OX------XXX-----OXOO----OOO-----OO-------------------- X;,1,10,-64,0
----------OX------XXX-----OXOO----OOOO----O--------------------- X;,0,12,-64,0
----------O-XO-----OXX----OOOO-----XOO-------O------------------ X;,0,12,-64,0
----------OX------XXX-----OXOO----OOO-----O-O------------------- X;,0,14,-64,0
-----O------OO-----OXX----OOXO-----XOO-------O------------------ X;,0,16,-64,0
------------------OOOXO----OXOO----XOOO-----O------------------- X;,0,24,-64,0
------------XO----OOOO----XXXO-----XOO-------O------------------ X;,6,6,-64,0
------------------OX------XXX---OOOOO----O-OOO------------------ X;,1,8,-64,0
-----------O------OO------XOX----XXOO----O-OOO------------------ X;,0,12,-64,0
-----------------OOX------OXX----XXOO----O-OOO------------------ X;,0,12,-64,0
----------OX-------OXO----OXOO----OOOO----O--------------------- X;,0,14,-64,0
-----------OOO----OXO-----XXXO-----XOO-------O------------------ X;,0,14,-64,0
--------------------------XXX---OXOOO---OO-OOO--O--------------- X;,2,6,-64,0
----OX------XO-----XO------XOO-----OOO----O--O------------------ X;,0,12,-64,0
----OX------XO-----XO-----OOOO-----XOO-------O------------------ X;,0,12,-64,0
----OX----O-XO-----OO------XOO-----XOO-------O------------------ X;,0,14,-64,0
----OX-----OOO-----XO------XOO-----XOO-------O------------------ X;,0,18,-64,0
----OX------XO----OOO------OOO-----XOO-------O------------------ X;,0,40,-64,0
----OX------XO-----XO------OOO----OOOO-------O------------------ X;,0,62,-64,0
----------O-XO----XXX------XOO-----OOO----O--O------------------ X;,0,10,-64,0
-----------------OOO------XOX----XXOO----O-OOO------------------ X;,0,12,-64,0
-----------------OX-------XXX---OOOOO----O-OOO------------------ X;,0,12,-64,0
----------O-XO----XXO------OOO----OOOO-------O------------------ X;,0,16,-64,0
-----------------OX------OXXX----OOOO----O-OOO------------------ X;,0,20,-64,0
---------O-------OO-------XOX----XXOO----O-OOO------------------ X;,0,34,-64,0
---O------OO------XOX-----OOO-----OOOO----O--------------------- X;,0,14,-64,0
----------OX-O----XXO-----OOO-----OOOO----O--------------------- X;,0,16,-64,0
----------OOO-----XOO-----OXO-----OOOO----O--------------------- X;,0,38,-64,0
---------OOX------OXX-----OOO-----OOOO----O--------------------- X;,0,42,-64,0
-----------OOO----OXXX-----OXO-----XOO-------O------------------ X;,0,16,-64,0
-----------OOO-----XXO-----XXOO----XOO-------O------------------ X;,0,16,-64,0
----------OOOO-----OXX-----XOO-----XOO-------O------------------ X;,0,16,-64,0
-----------OOO-----OXX----OOOO-----XOO-------O------------------ X;,0,20,-64,0
----------OOO-----XOX-----OXO-----OOOO----O--------------------- X;,0,54,-64,0
----------OOO-----XXO-----OXO-----OOO-----O-O------------------- X;,0,62,-64,0
----X------OXO----OXX------OXO-----XOO-------O------------------ X;,1,10,-64,0
-----------------O-------OOXX---XXXOO----O-OOO------------------ X;,0,10,-64,0
---X------OXO------XO-----OXO-----OOO-----O-O------------------- X;,1,12,-64,0
-------------------O-----OXOX---XXXOO----O-OOO------------------ X;,3,16,-64,0
---X------OXO------OX-----OXO-----OOOO----O--------------------- X;,1,54,-64,0
---X------OXO-----OX------OXO-----OOO-----O-O------------------- X;,0,12,-64,0
----------O------OXOX---XXXXO----O-OOO-------------------------- X;,2,16,-64,0
-----------O-----OXOX---XXXOO----O-OOO-------------------------- X;,4,20,-64,0
---------O-------OOXX---XXXOO----O-OOO-------------------------- X;,0,40,-64,0
---X------OXO-----XO------OXO----OOOO-------O------------------- X;,2,46,-64,0
-----------OO----OXOO----XXXOX-----OOO-------------------------- X;,0,12,-64,0
----------OX------XX-----OOXO-----OOO-----OOO------------------- X;,0,12,-64,0
-----------O-----OXOX-O--XXXXO-----OOO-------------------------- X;,0,16,-64,0
-----------O-----OXOO----XXXXO-----OOOO------------------------- X;,0,16,-64,0
------------O------XOOO---XXXXO---OOO--O------------------------ X;,0,16,-64,0
------------O------XOXO---XXXOO---OOO-O------------------------- X;,0,18,-64,0
---------O-O-----OOOX----XXOXX-----OOO-------------------------- X;,0,36,-64,0
----------OOX----OXOX----XXOO------OOO-------------------------- X;,0,14,-64,0
----------O-X----OOOOO---XXXO------OOO-------------------------- X;,0,14,-64,0
----------O-X----OOXX----XOXO-----OOOO-------------------------- X;,0,16,-64,0
----------O-X----OXXX----OXXO----O-OOO-------------------------- X;,0,16,-64,0
----------O-X----OXXX---OOOOO------OOO-------------------------- X;,0,16,-64,0
----------OX-----OXX------XXO---OOOOO-------O------------------- X;,0,18,-64,0
---------OO-X----OOXX----XXOO------OOO-------------------------- X;,0,32,-64,0
----------OX-----XXXO-----OOO-----OOO-----O-O------------------- X;,1,14,-64,0
----------X------OXOOO--OOOOO------OOO-------------------------- X;,0,14,-64,0
----------OX-----OXX----O-OXO-----OOO-----O-O------------------- X;,0,20,-64,0
--------O-OX-----OXX------OXO-----OOO-----O-O------------------- X;,0,26,-64,0
----------X------OXOOO---OOXO----O-OOO-------------------------- X;,0,28,-64,0
---------OOX-----XOX------OOO-----OOO-----O-O------------------- X;,0,48,-64,0
-----------OO----OXOXX---XXOO------OOO-------------------------- X;,2,16,-64,0
----------O-O----OXOXX---XXXO------OOO-------------------------- X;,1,18,-64,0
------------O----OXXXO---XXXO-O----OOO-------------------------- X;,0,18,-64,0
-----------O------XXXXO----OOOOO--OOO--------------------------- X;,0,22,-64,0
----------OX------OX------OXO----OOOO-----O-O-----O------------- X;,0,26,-64,0
------------O----OXOXX---OOXO----O-OOO-------------------------- X;,0,28,-64,0
------------O-O--OXXXO---XXXO------OOO-------------------------- X;,0,34,-64,0
---------O--O----OOXXX---XXOO------OOO-------------------------- X;,0,38,-64,0
---O------OO------OXX----OOOO-----XOO-------O------------------- X;,0,18,-64,0
-----------------OXXX---OOXXO----OOOOO-------------------------- X;,0,18,-64,0
-----------------OXXX---OOXXO-----OOOO-----O-------------------- X;,1,20,-64,0
---O------OO-----OXXX-----OXO-----XOO-------O------------------- X;,0,20,-64,0
---O------OO------OXX-----OXO-----OOO-----O-O------------------- X;,0,20,-64,0
---O------OO------XXX-----XXO----OOOO-------O------------------- X;,0,22,-64,0
---------O-------OOXX---OOXOO-----XOOO-------------------------- X;,0,38,-64,0
--X-------XOO-----XO------OXO----OOOO-------O------------------- X;,0,18,-64,0
----------O-----XXXOX----OXXO----O-OOO-------------------------- X;,0,20,-64,0
-----------O----XXOOX----OXOO----O-OOO-------------------------- X;,0,28,-64,0
---------O------XOOXX----OXOO----O-OOO-------------------------- X;,0,42,-64,0
--------O-------XOXXX----OOXO----O-OOO-------------------------- X;,0,52,-64,0
---------OX------OXXX----OXOO----O-OOO-------------------------- X;,0,40,-64,0
---------OX------OXXX---OOOOO------OOO-------------------------- X;,0,42,-64,0
---O-----OO------OXXX----XXOO------OOO-------------------------- X;,0,44,-64,0
---------OOX-----XXX------XOO-----OOO----O--O------------------- X;,0,56,-64,0
---------OOO-----OXOX----XXOO------OOO-------------------------- X;,0,56,-64,0
-O-------OO------OXOX----XXOO------OOO-------------------------- X;,0,60,-64,0
---------OOX-----XXX------XOO----OOOO-------O------------------- X;,0,62,-64,0
------------O-----OOOX---XXXOX----OOOO-------------------------- X;,1,6,-64,0
------------O-----OOOX---XOXXX---OOOO--------------------------- X;,0,6,-64,0
------------O-----OOOO---XXXXXO---OOO--------------------------- X;,0,6,-64,0
-----------O------XOOO-O--XXXXO----OOO-------------------------- X;,0,8,-64,0
------------O----OOOOX---XOXXX----OOO--------------------------- X;,0,8,-64,0
-----------O------XOOO----XXXXO----OOO-O------------------------ X;,0,12,-64,0
------------O-----OOOX---XXXXO----OOO-O------------------------- X;,0,12,-64,0
------------O-----OOOOO--XXXXO----OOO--------------------------- X;,0,12,-64,0
------------O-O---OOOO---XXXOX----OOO--------------------------- X;,0,26,-64,0
----------OOO-----XOXX----XXOX-----OOO-------------------------- X;,4,8,-64,0
-----------OO-----XXOX----XXOO-----OOOO------------------------- X;,0,12,-64,0
-----------OO-----XXXXO---XXOO-----OOO-------------------------- X;,1,14,-64,0
-----------OO-----XXOX----XOXO----OOO-O------------------------- X;,0,14,-64,0
-----------OOO----XXXO----XXOO-----OOO-------------------------- X;,1,16,-64,0
-----------OO-----XXXO----XXOOO----OOO-------------------------- X;,1,16,-64,0
-----------OO-----XXXXO---XOXO----OOO--------------------------- X;,0,18,-64,0
-----------OO-----XXXO----XOOOO---OOO--------------------------- X;,0,20,-64,0
-----------OO-O---XXXO----XXOX-----OOO-------------------------- X;,0,26,-64,0
-----------OO-O---XXXO----XOOX----OOO--------------------------- X;,0,30,-64,0
-----------OX-----XXXOO---XXOO-----OOO-------------------------- X;,0,8,-64,0
----------OOX-----XOX-O---XXOO-----OOO-------------------------- X;,0,10,-64,0
-----------OOO----XXX-O---XXXO-----OOO-------------------------- X;,0,14,-64,0
----O------OO-----XXO-O---XXOO-----OOO-------------------------- X;,0,16,-64,0
-----------XO----O-XXO----OOOOO---OOO--------------------------- X;,0,18,-64,0
-----------OX----OXXX-O---OXXO-----OOO-------------------------- X;,0,20,-64,0
---------O-OX-----OXX-O---XOXO-----OOO-------------------------- X;,0,32,-64,0
-----------O------OOX----OXXXX---OXOOO-------------------------- X;,0,10,-64,0
-----------O------XOX-O---XXXO---OXOOO-------------------------- X;,0,12,-64,0
-----------OO-----XOO-----XXOX---OXOOO-------------------------- X;,0,12,-64,0
------------O-----XXX----OOXO-----OOO-----OOO------------------- X;,0,12,-64,0
-----------O-----OOOX-----OXXX---OXOOO-------------------------- X;,0,14,-64,0
-----------O------XOO-----XXXO---OXOOOO------------------------- X;,0,16,-64,0
---------O-O------OOX-----XOXX---OXOOO-------------------------- X;,0,24,-64,0
----------XO------XXX-O--OXXXO-----OOO-------------------------- X;,0,10,-64,0
----------XO------XXO----OXXXO-----OOOO------------------------- X;,0,12,-64,0
----------XOO-----XXO----OXXOX-----OOO-------------------------- X;,0,12,-64,0
----------XO------XXXO---OXXOO-----OOO-------------------------- X;,0,14,-64,0
------------OX-----XXXO---XXXOO---OOO--------------------------- X;,0,14,-64,0
----------XO------XXX----OOOOOO----OOO-------------------------- X;,0,18,-64,0
-O--------OO------XOX----OXXOX-----OOO-------------------------- X;,0,20,-64,0
------------OOO----XXO----XXOXO---OOO--------------------------- X;,0,38,-64,0
-----------O-O----XXXO----XXXO-----OOOO------------------------- X;,0,12,-64,0
------------O-----XXXXO---OXXO---OOOO--------------------------- X;,0,16,-64,0
----------OO------XOXX----XXOO-----OOOO------------------------- X;,0,18,-64,0
------------O-----XXXO----OOOOO--OOOO--------------------------- X;,0,20,-64,0
-----------O--O---XXXO----XXOO-----OOOO------------------------- X;,0,28,-64,0
---------O-O------OXXX----XOXO-----OOOO------------------------- X;,0,32,-64,0
------------O------OO-----XXOX-----OOOO-----OO-------O---------- X;,0,12,-64,0
------------O------OO-----OXXX---OOXO-----OO------O------------- X;,0,14,-64,0
-------------------XOO----XXOX---OOOO-----OO------O------------- X;,1,18,-64,0
--------------------X------OXO----OXOO---OOOOO-----O------------ X;,0,18,-64,0
-------------------XO-----XXXO---OOXO-O---OO------O------------- X;,0,20,-64,0
------------O------XOOO---XXXO----OXO------O------O------------- X;,0,22,-64,0
---------O-OO-----OOO-----XXOX----XOOO-------------------------- X;,0,26,-64,0
---------O-O------OOX-O---XXXO----XOOO-------------------------- X;,0,32,-64,0
---------O--------OXX----OOXO-----OOO-----OOO------------------- X;,0,34,-64,0
---------O-O------OOO-----XXXO----XOOOO------------------------- X;,0,36,-64,0
---------O-O-----OOOX-----OXXX----XOOO-------------------------- X;,0,36,-64,0
------------O-O----XOO----XXXO----OOOOO------------------------- X;,0,38,-64,0
------------O-O----XOO----XXXO----OOOO-------O------------------ X;,0,38,-64,0
-------------------XXXO---XXXOO---OOOOO------------------------- X;,2,8,-64,0
----------O--------OXX----XXOXO---OOOOO------------------------- X;,0,12,-64,0
------------O------XOO----XXOXO---OOOOO------------------------- X;,0,12,-64,0
------------------XXXO---OXXOO---OOOOO-------------------------- X;,0,14,-64,0
------------------XXX----OOOOOO--OOOOO-------------------------- X;,0,14,-64,0
-------------O-----XOO----XOXOO---OOOOO------------------------- X;,0,16,-64,0
-----------O-------OOX----XOXOO---OOOOO------------------------- X;,0,18,-64,0
------------------XXX-O--OXXXO---OOOOO-------------------------- X;,0,20,-64,0
--------------O----XXO----XXOXO---OOOOO------------------------- X;,0,32,-64,0
------------------XXX-O--OXXXO----OOOO-----O-------------------- X;,1,12,-64,0
------------------XXXO---OXXOO----OOOO-----O-------------------- X;,1,12,-64,0
-------------------XXXO---XXXOO---OOOO------O------------------- X;,1,12,-64,0
----------O--------OXX----XXOXO---OOOO------O------------------- X;,0,14,-64,0
------------O------XOO----XXOXO---OOOO------O------------------- X;,0,14,-64,0
------------------XXX----OOOOOO---OOOO-----O-------------------- X;,0,14,-64,0
------------O-----XXO----OXXOX----OOOO-----O-------------------- X;,0,16,-64,0
-------------O-----XOO----XOXOO---OOOO------O------------------- X;,0,18,-64,0
--------------O----XXO----XXOXO---OOOO------O------------------- X;,0,30,-64,0
-----------OO-----OOO----OXXOX----XOOO-------------------------- X;,0,12,-64,0
-----------O------OOX----OOOOOO---XOOO-------------------------- X;,0,12,-64,0
------------O------XOO----XXXXO---OOOO------O------------------- X;,1,14,-64,0
-----------O-----OOOX----OOXXX----XOOO-------------------------- X;,0,14,-64,0
-----------O------OOX-O--OXXXO----XOOO-------------------------- X;,0,16,-64,0
-----------O------OXX----OOXO-----OOO-----OOO------------------- X;,0,18,-64,0
------------O------XOO----XXXOO---OOOO-------O------------------ X;,0,18,-64,0
-----------O------OOO----OXXXO----XOOOO------------------------- X;,0,20,-64,0
------------O------XOO----XXXOO---OOOOO------------------------- X;,0,20,-64,0
----------OOX-----OXX----OOOO-----XOO-------O------------------- X;,0,12,-64,0
-----------------OXXX----OXXO----XOOOO-----O-------------------- X;,1,14,-64,0
----------OOX-----XXX-----XXO----OOOO-------O------------------- X;,1,16,-64,0
----------OOX-----OXX-----OXO-----OOO-----O-O------------------- X;,0,18,-64,0
-----------------OXXX----OXXO---OOOOOO-------------------------- X;,0,20,-64,0
----------OOX----OXXX-----OXO-----XOO-------O------------------- X;,2,22,-64,0
-----------------OXXX----OXXO----OXOOO---O---------------------- X;,1,22,-64,0
---------OOOX-----OXX-----XOO-----XOO-------O------------------- X;,0,32,-64,0
----------OX------XXX----OXXO----OOOOO-------------------------- X;,1,14,-64,0
-----------O-----OXXX---OOOOO-----XOO-------O------------------- X;,0,14,-64,0
----------OX-----OXXX----OOXO-----XOOO-------------------------- X;,0,14,-64,0
----------OX------XXX----OXXO-----OOOO-----O-------------------- X;,0,14,-64,0
